Iterations/Time,Agent1,Agent2,Example UCT_Mean,SHUCT_Mean,Example UCT_Confidence,SHUCT_Confidence
1000,Example UCT,SHUCT,0.4284978835373527,0.5715021164626473,0.0781992232864305,0.0781992232864305
5000,Example UCT,SHUCT,0.4934998075943048,0.5065001924056952,0.0790046181772951,0.0790046181772951
10000,Example UCT,SHUCT,0.5,0.5,0.07901129530914981,0.07901129530914981
20000,Example UCT,SHUCT,0.5,0.5,0.07901129530914981,0.07901129530914981
30000,Example UCT,SHUCT,0.5065001924056952,0.4934998075943048,0.0790046181772951,0.0790046181772951
40000,Example UCT,SHUCT,0.5,0.5,0.07901129530914981,0.07901129530914981
50000,Example UCT,SHUCT,0.4934998075943048,0.5065001924056952,0.0790046181772951,0.0790046181772951
