Iterations/Time,Agent1,Agent2,SHUCT_Mean,UCT_Mean,SHUCT_Confidence,UCT_Confidence
1000,SHUCT,UCT,0.47333333333333333,0.5266666666666666,0.08017046417400994,0.08017046417400994
5000,SHUCT,UCT,0.5,0.5,0.08028472821086596,0.08028472821086596
10000,SHUCT,UCT,0.46,0.54,0.08002740470211255,0.08002740470211255
20000,SHUCT,UCT,0.4866666666666667,0.5133333333333333,0.0802561774531314,0.0802561774531314
30000,SHUCT,UCT,0.54,0.46,0.08002740470211255,0.08002740470211255
40000,SHUCT,UCT,0.54,0.46,0.08002740470211255,0.08002740470211255
50000,SHUCT,UCT,0.47333333333333333,0.5266666666666666,0.08017046417400994,0.08017046417400994
