Iterations/Time,Agent1,Agent2,Example UCT_Mean,SHUCTAnyTime_Mean,Example UCT_Confidence,SHUCTAnyTime_Confidence
1000,Example UCT,SHUCTAnyTime,0.6755051949537707,0.32449480504622935,0.07398393017533754,0.07398393017533754
5000,Example UCT,SHUCTAnyTime,0.5910026936797329,0.4089973063202671,0.07769161177945166,0.07769161177945168
10000,Example UCT,SHUCTAnyTime,0.47399923037721914,0.5260007696227808,0.0789043933947774,0.0789043933947774
20000,Example UCT,SHUCTAnyTime,0.5390011544341713,0.46099884556582876,0.07877056198357307,0.07877056198357309
30000,Example UCT,SHUCTAnyTime,0.46099884556582876,0.5390011544341713,0.07877056198357309,0.07877056198357307
40000,Example UCT,SHUCTAnyTime,0.45449865316013355,0.5455013468398664,0.0786834494988909,0.0786834494988909
50000,Example UCT,SHUCTAnyTime,0.5195005772170856,0.48049942278291435,0.0789511807930967,0.0789511807930967
