Iterations/Time,Agent1,Agent2,Example UCT_Mean,SHUCT_Mean,Example UCT_Confidence,SHUCT_Confidence
1000,Example UCT,SHUCT,0.35699576707470543,0.6430042329252945,0.07571076364107698,0.07571076364107698
5000,Example UCT,SHUCT,0.4349980759430479,0.565001924056952,0.07834076510655465,0.07834076510655465
10000,Example UCT,SHUCT,0.38299653669748623,0.6170034633025138,0.07681754113113695,0.07681754113113695
20000,Example UCT,SHUCT,0.35699576707470543,0.6430042329252945,0.07571076364107698,0.07571076364107698
30000,Example UCT,SHUCT,0.34399538226331505,0.656004617736685,0.07506697787230855,0.07506697787230855
40000,Example UCT,SHUCT,0.4089973063202671,0.5910026936797329,0.07769161177945168,0.07769161177945166
50000,Example UCT,SHUCT,0.47399923037721914,0.5260007696227808,0.0789043933947774,0.0789043933947774
