Iterations/Time,Agent1,Agent2,Example UCT_Mean,SHUCT_Mean,Example UCT_Confidence,SHUCT_Confidence
1000,Example UCT,SHUCT,0.24649249617788685,0.7535075038221131,0.06810277672247071,0.06810277672247071
5000,Example UCT,SHUCT,0.21399153414941083,0.7860084658505891,0.0648083680181122,0.0648083680181122
10000,Example UCT,SHUCT,0.19449095693232518,0.8055090430676748,0.06254665579980641,0.06254665579980642
20000,Example UCT,SHUCT,0.23349211136649645,0.7665078886335035,0.06685187583749468,0.06685187583749469
30000,Example UCT,SHUCT,0.2074913417437156,0.7925086582562844,0.06407980399631528,0.06407980399631528
40000,Example UCT,SHUCT,0.2724932658006677,0.7275067341993322,0.07035833818248305,0.07035833818248305
50000,Example UCT,SHUCT,0.25949288098927725,0.7405071190107227,0.06927021255138203,0.06927021255138203
