Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
1000,UCT,SHUCTAnyTime,0.49333333333333335,0.5066666666666667,0.08027759147337812,0.08027759147337812
5000,UCT,SHUCTAnyTime,0.4533333333333333,0.5466666666666666,0.0799342787464638,0.0799342787464638
10000,UCT,SHUCTAnyTime,0.31333333333333335,0.6866666666666666,0.07447992307386427,0.07447992307386427
20000,UCT,SHUCTAnyTime,0.26,0.74,0.07043126212530738,0.07043126212530738
30000,UCT,SHUCTAnyTime,0.22666666666666666,0.7733333333333333,0.06722644272192302,0.06722644272192302
40000,UCT,SHUCTAnyTime,0.10666666666666667,0.8933333333333333,0.04956602237620404,0.04956602237620404
50000,UCT,SHUCTAnyTime,0.14,0.86,0.055715519026593344,0.055715519026593344
