Iterations/Time,Agent1,Agent2,Example UCT_Mean,SHUCT_Mean,Example UCT_Confidence,SHUCT_Confidence
1000,Example UCT,SHUCT,0.2074913417437156,0.7925086582562844,0.06407980399631528,0.06407980399631528
5000,Example UCT,SHUCT,0.36999615188609575,0.6300038481139042,0.07629382380397802,0.07629382380397802
10000,Example UCT,SHUCT,0.42199769113165747,0.5780023088683425,0.07804390675474078,0.07804390675474078
20000,Example UCT,SHUCT,0.4674990379715239,0.5325009620284761,0.07884419737173022,0.07884419737173022
30000,Example UCT,SHUCT,0.5130003848113904,0.48699961518860957,0.07898458339493668,0.07898458339493668
40000,Example UCT,SHUCT,0.4089973063202671,0.5910026936797329,0.07769161177945168,0.07769161177945166
50000,Example UCT,SHUCT,0.45449865316013355,0.5455013468398664,0.0786834494988909,0.0786834494988909
