Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCT,UCT,0.94,0.06,0.04678191828888464,0.04678191828888464
10000,SHUCT,UCT,0.89,0.11,0.061635343396103145,0.061635343396103145
5000,SHUCT,UCT,0.71,0.29,0.08938541222812546,0.08938541222812546
1000,SHUCT,UCT,0.55,0.45,0.098,0.098
