Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
150000,SHUCT,UCT,0.85,0.15,0.0703385751313968,0.0703385751313968,
10000,SHUCT,UCT,0.48,0.52,0.09841487938746095,0.09841487938746095
1000,SHUCT,UCT,0.79,0.21,0.08023459542510514,0.08023459542510514
