Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
150000,SHUCT,UCT,0.96,0.04,0.038601491571118744,0.038601491571118744
50000,SHUCT,UCT,0.6,0.4,0.09650372892779686,0.09650372892779686
10000,SHUCT,UCT,0.99,0.01,0.0196,0.0196
5000,SHUCT,UCT,0.97,0.03,0.033603535167561996,0.033603535167561996
1000,SHUCT,UCT,0.49,0.51,0.09847400518395552,0.09847400518395552
