Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCT,UCT,0.52,0.48,0.09841487938746095,0.09841487938746095
10000,SHUCT,UCT,0.46,0.54,0.09817802012855847,0.09817802012855847
5000,SHUCT,UCT,0.49,0.51,0.09847400518395552,0.09847400518395552
1000,SHUCT,UCT,0.89,0.11,0.061635343396103145,0.061635343396103145
