Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCT,UCT,0.57,0.43,0.09752369098342362,0.09752369098342362
10000,SHUCT,UCT,0.91,0.09,0.056374204287873625,0.056374204287873625
5000,SHUCT,UCT,0.57,0.43,0.09752369098342362,0.09752369098342362
1000,SHUCT,UCT,0.79,0.21,0.08023459542510514,0.08023459542510514
