Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCT,UCT,0.49,0.51,0.09847400518395552,0.09847400518395552
10000,SHUCT,UCT,0.4,0.6,0.09650372892779686,0.09650372892779686
5000,SHUCT,UCT,0.85,0.15,0.0703385751313968,0.0703385751313968
1000,SHUCT,UCT,0.59,0.41,0.09688496980304724,0.09688496980304724
