Index,Avg Regret,Std Regret,Avg Edit Distance,Std Edit Distance
100,-0.11475864087147687,0.40582456409960777,4.26,1.0641428475538421
500,0.02552566498218564,0.207768377041776,4.48,1.0906878563548785
1000,0.06295237219993177,0.16807329574403115,4.46,1.108332080199793
5000,0.06811052235577617,0.13444960662839134,4.45,1.107925990308017
10000,0.07060152495564168,0.12162234678541749,4.44,1.0799999999999998
