Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCTAnyTime, SHUCT,0.52,0.48,0.09841487938746095,0.09841487938746095
10000,SHUCTAnyTime,SHUCT,0.45,0.55,0.098,0.098
5000,SHUCTAnyTime,SHUCT,0.52,0.48,0.09841487938746095,0.09841487938746095
1000,SHUCTAnyTime,SHUCT,0.4,0.6,0.09650372892779686,0.09650372892779686
