Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCTAnyTime,SHUCT,0.47,0.53,0.09831625737713201,0.09831625737713201
10000,SHUCTAnyTime,SHUCT,0.58,0.42,0.0972248128947762,0.0972248128947762
5000,SHUCTAnyTime,SHUCT,0.5,0.5,0.09849370589540278,0.09849370589540278
1000,SHUCTAnyTime,SHUCT,0.59,0.41,0.09688496980304724,0.09688496980304724
