Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
100000,UCT,SHUCT,0.21,0.79,0.08023459542510514,0.08023459542510514
50000,UCT,SHUCT,0.47,0.53,0.09831625737713201,0.09831625737713201
10000,UCT,SHUCT,0.02,0.98,0.027578237650712777,0.027578237650712777
5000,UCT,SHUCT,0.53,0.47,0.09831625737713201,0.09831625737713201
1000,UCT,SHUCT,0.49,0.51,0.09847400518395552,0.09847400518395552
