Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
50000,SHUCT,UCT,0.51,0.49,0.09847400518395552,0.09847400518395552
10000,SHUCT,UCT,0.56,0.44,0.09778197970769233,0.09778197970769233
5000,SHUCT,UCT,0.74,0.26,0.08640542444625436,0.08640542444625436
1000,SHUCT,UCT,0.46,0.54,0.09817802012855847,0.09817802012855847
