Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
150000,SHUCTAnyTime,SHUCT,0.56,0.44,0.09778197970769233,0.09778197970769233
100000,SHUCTAnyTime,SHUCT,0.54,0.46,0.09817802012855847,0.09817802012855847
50000,SHUCTAnyTime,SHUCT,0.46, 0.54,0.09817802012855847,0.09817802012855847
10000,SHUCTAnyTime,SHUCT,0.37,0.63,0.0951063710704063,0.0951063710704063
5000,SHUCTAnyTime,SHUCT,0.73,0.27,0.08745442449434083,0.08745442449434083
1000,SHUCTAnyTime, SHUCT,0.35,0.65,0.09395700714645605,0.09395700714645605
