Index,Avg Regret,Std Regret,Avg Edit Distance,Std Edit Distance
100,0.09046163567073442,0.3611500955062754,8.58,1.234341929936758
500,0.0024100875952421407,0.17524486698487418,8.45,1.3219304066402287
1000,-0.0268233997399671,0.1695818220438121,8.18,1.3811589336495635
5000,-0.05943375895851934,0.12357483049054355,8.28,1.4634206503941372
10000,-0.05763557828387039,0.10286919462856091,8.3,1.4177446878757824
