Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
5000,UCT,SHUCTAnyTime,0.54,0.46,0.09817802012855847,0.09817802012855847
1000,UCT,SHUCTAnyTime,0.58,0.42,0.0972248128947762,0.0972248128947762
