Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
10000,UCT,SHUCTAnyTime,0.58,0.42,0.0972248128947762,0.0972248128947762
5000,UCT,SHUCTAnyTime,0.47,0.53,0.09831625737713201,0.09831625737713201
1000,UCT,SHUCTAnyTime,0.52,0.48,0.09841487938746095,0.09841487938746095
