Iterations/Time,Agent1,Agent2,Agent1_Mean,Agent2_Mean,Agent1_Confidence,Agent2_Confidence
20000,UCT,SHUCTAnyTime,0.52,0.48,0.09841487938746095,0.09841487938746095
15000,UCT,SHUCTAnyTime,0.45,0.55,0.098,0.098
10000,UCT,SHUCTAnyTime,0.44,0.56,0.09778197970769233,0.09778197970769233
5000,UCT,SHUCTAnyTime,0.35,0.65,0.09395700714645605,0.09395700714645605
1000,UCT,SHUCTAnyTime,0.5,0.5,0.09849370589540278,0.09849370589540278
